QLBES version12-12-2017,,,,,,,,
Starting_2108,hours,GMT,13_Dec2017,,,,,
wallets,1000,blocks,5000,,,,,
Using Python secrets module for cryptographically strong random numbers,,,,,,,,
useRetarget = True, retarget on every block,,,,,,,
Using target scaling, targetScalingFactor,1.05,starting step,16,,,,
Loading wallets with Mainnet distribuition,,,,,,,,
useDynamicWeights = False, wallet weights are fixed during the simulation run,,,,,,,
trueNetworkWeight,20026263,,,,,,,
block,wallet,wallet weight,true network weight,new network weight,network weight,target,difficulty,spacing
1557,347,3728,20026263,20196500,18246954.36,778828.9628,3461478.872,16
1558,50,73136,20026263,20194500,18460028.62,775524.7565,3476226.874,32
1559,2,825187,20026263,20192250,18363735.69,773879.6624,3483616.55,80
1560,963,18512,20026263,20190250,18237186.61,772785.2595,3488549.978,96
1561,68,32677,20026263,20188000,18111596.88,772238.8319,3491018.437,112
1562,921,17504,20026263,20186000,18046798.1,776607.1619,3471381.842,256
1563,938,17912,20026263,20183750,18041847.85,772763.2516,3488649.33,16
1564,982,18968,20026263,20181500,17684099.63,783145.0807,3442401.755,432
1565,19,139439,20026263,20179500,17091936.14,790897.6217,3408658.625,352
1566,646,10904,20026263,20177250,17081829.74,789219.9177,3415904.667,80
1567,9,97511,20026263,20175000,17125734.68,788103.8209,3420742.202,96
1568,725,12800,20026263,20173000,17224892.98,784203.0065,3437757.797,16
1569,783,14192,20026263,20170750,17106686.52,783094.0046,3442626.28,96
1570,0,1911538,20026263,20168500,17069765.73,780325.4205,3454840.672,48
1571,927,17648,20026263,20166250,17032759.52,778118.3838,3464639.901,64
1572,849,15776,20026263,20164000,17076349.22,775367.3908,3476932.396,48
1573,629,10496,20026263,20162000,17368640.53,772077.8703,3491746.239,32
1574,696,12104,20026263,20159750,16977707.88,778083.072,3464797.137,304
1575,955,18320,20026263,20157500,16887515.64,778633.2457,3462348.949,144
1576,0,1911538,20026263,20155250,16514188.95,782487.1843,3445296.043,240
1577,11,185594,20026263,20153000,16526574.41,779167.4579,3459975.096,32
1578,3,800279,20026263,20150750,16239309.63,786880.6234,3426059.709,352
1579,556,8744,20026263,20148250,16323756.08,789662.5949,3413989.744,208
1580,34,105168,20026263,20146000,16310021.54,786312.4265,3428535.413,32
1581,680,11720,20026263,20143750,15980358.82,789648.3817,3414051.194,224
1582,19,139439,20026263,20141500,15730184.06,792440.1384,3402023.534,208
1583,950,18200,20026263,20139250,15829611.49,790198.837,3411672.954,64
1584,11,185594,20026263,20136750,15514834.38,798579.9454,3375867.395,368
1585,48,77925,20026263,20134500,15748675.57,795191.9449,3390250.64,32
1586,39,91384,20026263,20132000,15480923.43,800814.6562,3366446.879,288
1587,66,33801,20026263,20129750,15176477.56,805344.6312,3347510.985,256
1588,571,9104,20026263,20127250,15266106.52,810469.681,3326342.815,272
1589,696,12104,20026263,20125000,15160376.77,811615.8287,3321645.42,160
1590,794,14456,20026263,20122500,15472732.99,808172.5231,3335797.646,32
1591,0,1911538,20026263,20120250,16016330.02,805886.7249,3345259.224,64
1592,52,70054,20026263,20117750,15930302.84,816713.5574,3300912.512,432
1593,7,209804,20026263,20115250,15657058.73,824798.4008,3268556.289,352
1594,18,146705,20026263,20112750,15711232.62,821299.1677,3282482.323,32
1595,59,51368,20026263,20110250,15695992.84,819556.9739,3289460.142,80
1596,589,9536,20026263,20107750,16087393.92,820715.9727,3284814.832,160
1597,78,22076,20026263,20105250,15833140.95,828260.1181,3254895.342,336
1598,633,10592,20026263,20102750,15818968.26,826503.1583,3261814.517,80
1599,1,892220,20026263,20100250,16070321.77,823581.1036,3273387.391,48
1600,860,16040,20026263,20097750,16082136.56,820087.035,3287334.008,32
1601,631,10544,20026263,20095000,16044992.27,820666.9091,3285011.215,144
1602,684,11816,20026263,20092500,16356952.54,817185.204,3299007.357,32
1603,662,11288,20026263,20089750,16320583.04,816029.5594,3303679.345,96
1604,47,78439,20026263,20087250,15793603.15,825261.6421,3266721.561,384
1605,19,139439,20026263,20084500,16070245.15,823511.0429,3273665.876,80
1606,993,19232,20026263,20081750,15720337.15,829333.9953,3250680.685,288
1607,24,128423,20026263,20079000,15849080.01,828161.1701,3255284.234,96
1608,42,84719,20026263,20076250,15883876.77,824647.6704,3269153.721,32
1609,2,825187,20026263,20073500,15774826.08,824064.5714,3271466.938,112
1610,786,14264,20026263,20070750,15619598.31,829308.7511,3250779.636,272
1611,381,4544,20026263,20068000,15722940.53,826376.7775,3262313.358,48
1612,533,8192,20026263,20065250,15852683.72,822286.5265,3278540.889,16
1613,666,11384,20026263,20062250,15509087.62,828100.8205,3255521.47,288
1614,687,11888,20026263,20059250,15379770.65,838055.011,3216853.267,400
1615,943,18032,20026263,20056500,15479028.35,835092.1154,3228266.619,48
1616,379,4496,20026263,20053500,15418441.18,839225.504,3212366.625,240
1617,858,15992,20026263,20050500,14745864.01,855247.4864,3152186.99,560
1618,552,8648,20026263,20047500,14748453.86,851014.3364,3167866.726,16
1619,0,1911538,20026263,20044500,14964885.67,847403.8814,3181363.762,32
1620,950,18200,20026263,20041250,14671621.05,853395.7773,3159026.646,288
1621,39,91384,20026263,20038250,14843114.13,851585.4981,3165742.026,80
1622,0,1911538,20026263,20035000,14804322.73,849176.9127,3174721.262,64
1623,266,1784,20026263,20032000,14660307.31,855181.3455,3152430.785,288
1624,13,174947,20026263,20028750,14940363.65,850948.5229,3168111.734,16
1625,22,134073,20026263,20025500,14709886.6,857567.1785,3143660.424,304
1626,16,157617,20026263,20022000,14798307.16,853928.9228,3157054.326,32
1627,3,800279,20026263,20018750,14781144.19,850909.906,3168255.512,48
1628,27,119935,20026263,20015500,14871366.29,848503.2313,3177241.878,64
1629,51,71332,20026263,20012000,14811616.36,845503.3967,3188514.689,48
1630,3,800279,20026263,20008500,14816141.15,841318.4762,3204375.128,16
1631,34,105168,20026263,20005000,14799256.94,839533.8162,3211186.909,80
1632,7,209804,20026263,20001500,14847046,836565.6924,3222580.157,48
1633,1,892220,20026263,19997750,14961434.03,832425.0101,3238610.046,16
1634,2,825187,20026263,19994250,14814869.49,840665.385,3206864.524,352
1635,19,139439,20026263,19990500,14358378.75,848987.3333,3175430.179,352
1636,60,50804,20026263,19986750,14672017.64,850788.261,3168708.507,176
1637,1,892220,20026263,19983000,15069865.88,847780.3478,3179951.042,48
1638,814,14936,20026263,19979250,14856230.97,851377.0825,3166516.994,224
1639,4,431691,20026263,19975500,14906278.38,848367.0875,3177751.754,48
1640,3,800279,20026263,19971500,14847074.45,845367.7342,3189026.374,48
1641,0,1911538,20026263,19967500,14766244.7,845965.484,3186773.043,144
1642,733,12992,20026263,19963500,14558204.97,848358.1741,3177785.141,192
1643,695,12080,20026263,19959500,14499116.94,847158.4454,3182285.456,96
1644,418,5432,20026263,19955250,14440027.4,845361.3972,3189050.279,80
1645,0,1911538,20026263,19951250,14018994.29,853729.8325,3157790.553,352
1646,674,11576,20026263,19947000,14360633.46,849504.1943,3173498.163,16
1647,76,24555,20026263,19942750,14425570.75,847702.1702,3180244.306,80
1648,769,13856,20026263,19938500,14662024.96,844705.1677,3191527.77,48
1649,6,223571,20026263,19934000,14581873.43,842913.3236,3198312.24,80
1650,19,139439,20026263,19929750,14936638.58,841125.2805,3205111.132,80
1651,36,104336,20026263,19925250,15172520.97,837556.7801,3218766.852,32
1652,86,19438,20026263,19920750,14954827.22,839333.4605,3211953.445,176
1653,615,10160,20026263,19916000,15122733.48,838146.4943,3216502.149,96
1654,870,16280,20026263,19911500,15319560.98,835775.9191,3225625.36,64
1655,866,16184,20026263,19906750,15144529.36,837548.8219,3218797.435,176
1656,61,47045,20026263,19902000,15583518.55,835179.9371,3227927.157,64
1657,56,55351,20026263,19897250,15573563.7,831636.6601,3241680.086,32
1658,2,825187,20026263,19892500,15442468.14,840457.2716,3207658.606,368
1659,0,1911538,20026263,19887500,15407970.05,845805.7711,3187374.799,272
1660,3,800279,20026263,19882750,15715104.55,843413.5328,3196415.394,64
1661,42,84719,20026263,19877750,15831938.84,841624.4286,3203210.254,80
1662,1,892220,20026263,19872500,15823817.33,838053.8106,3216857.875,32
1663,757,13568,20026263,19867500,15137535.44,852275.6889,3163178.341,512
1664,2,825187,20026263,19862250,15530083.27,853480.9577,3158711.364,160
1665,0,1911538,20026263,19857000,15668410.71,858308.8507,3140943.96,256
1666,5,258679,20026263,19851750,15487672.45,858915.751,3138724.603,144
1667,34,105168,20026263,19846500,15405472.04,858915.751,3138724.603,128
1668,900,17000,20026263,19841250,15492250.6,857701.092,3143169.602,96
1669,72,31019,20026263,19835750,15959447.63,854062.2682,3156561.413,32
1670,0,1911538,20026263,19830250,15698302.16,858289.5519,3141014.584,240
1671,941,17984,20026263,19824750,15371404.44,863144.6457,3123346.722,256
1672,892,16808,20026263,19819250,15361355.29,859482.7274,3136654.076,32
1673,2,825187,20026263,19813500,15447855.15,857659.5362,3143321.897,80
1674,51,71332,20026263,19807750,15414071.22,854627.33,3154474.36,48
1675,0,1911538,20026263,19802250,15477260.26,851605.8439,3165666.393,48
1676,0,1911538,20026263,19796250,16023914.05,847992.8794,3179154.054,32
1677,62,46406,20026263,19790500,15939695.95,847992.8794,3179154.054,128
1678,36,104336,20026263,19784750,16358509.96,844395.243,3192699.18,32
1679,60,50804,20026263,19778750,16491932.43,840215.8075,3208580.434,16
1680,2,825187,20026263,19772750,16488563.77,836651.1656,3222250.934,32
1681,1,892220,20026263,19766750,16596865.89,833693.2332,3233683.437,48
1682,900,17000,20026263,19760500,17056219.57,829566.7686,3249768.557,16
1683,409,5216,20026263,19754500,17115712.51,825460.7283,3265933.687,16
1684,1,892220,20026263,19748250,16880153.79,826044.4022,3263626.014,144
1685,931,17744,20026263,19742000,16966725.51,830133.008,3247551.867,240
1686,1,892220,20026263,19735750,17204369.98,835415.806,3227015.793,272
1687,868,16232,20026263,19729500,17205134.43,832462.2412,3238465.202,48
1688,482,6968,20026263,19723000,17576036.44,829519.1186,3249955.233,48
1689,1,892220,20026263,19716500,18266233.08,833038.3794,3236225.445,224
1690,0,1911538,20026263,19710250,18104401.27,831860.3156,3240808.522,96
1691,7,209804,20026263,19703750,18110174.06,828331.1221,3254616.334,32
1692,579,9296,20026263,19697000,18082548.64,834773.8602,3229497.387,304
1693,965,18560,20026263,19690500,17890427.93,836544.6374,3222661.266,176
1694,0,1911538,20026263,19683750,17993194.4,832404.0594,3238691.558,16
1695,38,97994,20026263,19677250,18333893.5,832404.0594,3238691.558,128
1696,987,19088,20026263,19670500,18238735.27,830049.7258,3247877.707,64
1697,312,2888,20026263,19663750,18660319.47,829462.8071,3250175.869,112
1698,57,53241,20026263,19657000,18355609.23,831222.3181,3243295.977,176
1699,0,1911538,20026263,19650000,17993287.01,834748.8049,3229594.321,224
1700,6,223571,20026263,19643250,17998090.55,832387.8396,3238754.667,64
1701,33,105197,20026263,19636250,18002911.14,829444.98,3250245.725,48
1702,10,193253,20026263,19629250,18007755.71,825339.5425,3266413.229,16
1703,35,105030,20026263,19622250,18012610.58,823588.7781,3273356.888,80
1704,23,130124,20026263,19615250,17984601.49,821259.3773,3282641.361,64
1705,532,8168,20026263,19608250,17762377.34,821259.3773,3282641.361,128
1706,0,1911538,20026263,19601250,18225480.05,821259.3773,3282641.361,128
1707,646,10904,20026263,19594000,18822705.01,819517.2679,3289619.518,80
1708,584,9416,20026263,19587000,18760417.52,822414.6244,3278030.23,208
1709,741,13184,20026263,19579750,18805062.87,818925.5045,3291996.629,32
1710,2,825187,20026263,19572500,18497166.87,827611.2974,3257447.075,368
1711,931,17744,20026263,19565250,18366914.04,827026.1029,3259752.008,112
1712,11,185594,20026263,19558000,18305406.56,825271.7608,3266681.508,80
1713,852,15848,20026263,19550750,18143567.67,828773.0021,3252881.058,224
1714,50,73136,20026263,19543500,18419067.95,826428.9385,3262107.453,64
1715,3,800279,20026263,19536250,18598919.52,822338.4293,3278333.961,16
1716,263,1712,20026263,19529000,18747565.05,818268.1667,3294641.182,16
1717,84,20941,20026263,19521500,19341815.78,817110.9905,3299306.987,96
1718,753,13472,20026263,19514250,18838829.19,821155.3794,3283057.102,240
1719,573,9152,20026263,19506750,18530782.02,824639.1569,3269187.471,224
1720,525,8000,20026263,19499250,18503329.21,822306.7852,3278460.118,64
1721,961,18464,20026263,19492000,18544862.74,819981.0103,3287759.065,64
1722,428,5672,20026263,19484500,18448587.52,819981.0103,3287759.065,128
1723,4,431691,20026263,19477000,18420941.06,817082.0143,3299423.99,48
1724,12,181074,20026263,19469500,18775586.05,813037.7689,3315836.119,16
1725,405,5120,20026263,19462000,18963162.31,809013.5409,3332329.885,16
1726,44,83613,20026263,19454500,18900514.46,807869.4525,3337049.064,96
1727,629,10496,20026263,19447000,19238580.13,804442.041,3351266.919,32
1728,54,57951,20026263,19439500,19212408.91,802735.6057,3358390.958,80
1729,677,11648,20026263,19432000,18647420.83,808411.6574,3334810.892,288
1730,4,431691,20026263,19424500,19380337.16,805553.5642,3346642.756,48
1731,0,1911538,20026263,19417000,19815569.92,804414.3687,3351382.204,96
1732,14,168298,20026263,19409500,19908625.84,801001.6155,3365661.127,32
1733,3,800279,20026263,19402000,20002863.57,798169.7201,3377602.447,48
1734,19,139439,20026263,19394500,20058010.06,794219.0834,3394403.454,16
1735,797,14528,20026263,19387000,20911814.78,796465.4163,3384829.956,192
1736,4,431691,20026263,19379500,21063593.1,795902.2447,3387225.024,112
1737,10,193253,20026263,19372000,21583050.21,794213.9246,3394425.502,80
1738,5,258679,20026263,19364500,21841299.22,791967.6063,3404053.371,64
1739,936,17864,20026263,19357000,22155041.53,788607.6588,3418556.705,32
1740,9,97511,20026263,19349500,22378655.53,785261.9661,3433121.832,32
1741,34,105168,20026263,19342000,22208858.09,784151.4666,3437983.75,96
1742,11,185594,20026263,19334500,22137686.21,789141.6474,3416243.47,272
1743,977,18848,20026263,19327000,22813844.24,786351.6822,3428364.256,48
1744,875,16400,20026263,19319500,21530794.68,798028.1081,3378201.811,464
1745,0,1911538,20026263,19312250,21280995.75,799720.9378,3371050.916,176
1746,0,1911538,20026263,19304750,20949200.39,801417.3584,3363915.158,176
1747,74,27624,20026263,19297250,20967775.13,798583.9931,3375850.284,48
1748,2,825187,20026263,19290000,20814269.57,797454.6539,3380631.095,96
1749,1,892220,20026263,19282500,20578693.68,800837.8803,3366349.253,224
1750,788,14312,20026263,19275250,20470536.32,799139.0904,3373505.354,80
1751,14,168298,20026263,19268000,20322443.54,797443.904,3380676.667,80
1752,967,18608,20026263,19260750,20216012.04,795752.3136,3387863.225,80
1753,506,7544,20026263,19253250,19991838.37,796314.981,3385469.399,144
1754,23,130124,20026263,19246250,19965436.78,792936.5897,3399893.554,32
1755,863,16112,20026263,19239000,19594098.46,794618.6189,3392696.743,176
1756,2,825187,20026263,19231750,19833218.64,791809.2902,3404733.985,48
1757,549,8576,20026263,19224500,20400104.09,787890.1352,3421669.951,16
1758,7,209804,20026263,19217500,20873619.54,786775.919,3426515.651,96
1759,0,1911538,20026263,19210500,20310211.25,791782.8012,3404847.89,272
1760,19,139439,20026263,19203250,20324384.05,788983.4984,3416928.244,48
1761,859,16016,20026263,19196250,20178174.6,794562.3105,3392937.174,288
1762,33,105197,20026263,19189250,20191390.77,793438.6587,3397742.183,96
1763,11,185594,20026263,19182500,20007494.69,792877.6273,3400146.387,112
1764,56,55351,20026263,19175500,20664743.91,790074.4537,3412210.061,48
1765,24,128423,20026263,19168500,20152751.56,799012.8955,3374038.16,384
1766,20,139336,20026263,19161750,19853691.35,799577.8684,3371654.102,144
1767,782,14168,20026263,19155000,19304879.26,808058.4539,3336268.542,368
1768,907,17168,20026263,19148250,19385585.87,804630.2405,3350483.072,32
1769,3,800279,20026263,19141500,19430506.06,803492.3508,3355227.958,96
1770,951,18224,20026263,19135000,19512707.25,804060.4911,3352857.192,144
1771,662,11288,20026263,19128250,19708432.75,804629.0331,3350488.1,144
1772,3,800279,20026263,19121750,19680669.22,802922.2011,3357610.484,80
1773,442,6008,20026263,19115250,19504036.33,802922.2011,3357610.484,128
1774,699,12176,20026263,19108750,19475892.1,799515.7785,3371915.943,32
1775,0,1911538,20026263,19102250,19302054.29,800646.4354,3367154.19,160
1776,451,6224,20026263,19096000,19059791.97,802344.8192,3360026.681,176
1777,4,431691,20026263,19089500,19243715.27,799508.175,3371948.01,48
1778,0,1911538,20026263,19083250,19395530.84,797246.8827,3381512.125,64
1779,3,800279,20026263,19077000,19330835.24,796683.1585,3383904.845,112
1780,416,5384,20026263,19071000,19159013.57,802316.414,3360145.64,288
1781,0,1911538,20026263,19064750,19130063.28,799479.8702,3372067.391,48
1782,652,11048,20026263,19058750,19872009.8,796653.3548,3384031.441,48
1783,297,2528,20026263,19052750,19920698.69,795526.7459,3388823.838,96
1784,2,825187,20026263,19046750,20086051.52,791589.1908,3405680.663,16
1785,7,209804,20026263,19040750,20454711.83,789910.0198,3412920.374,80
1786,2,825187,20026263,19035000,20033084.09,793819.7742,3396110.915,240
1787,13,174947,20026263,19029250,19701429.53,794942.376,3391314.995,160
1788,3,800279,20026263,19023500,19235411.42,798314.944,3376988.018,224
1789,0,1911538,20026263,19017750,19422068.59,794363.5884,3393785.968,16
1790,702,12248,20026263,19012250,19876045.27,791555.1614,3405827.075,48
1791,506,7544,20026263,19006500,20234696.41,789876.0626,3413067.097,80
1792,1,892220,20026263,19001000,20012792.46,790993.0872,3408247.232,160
1793,8,198284,20026263,18995500,20139847.29,787077.9721,3425200.673,16
1794,3,800279,20026263,18990250,19843750.15,791530.2427,3405934.296,256
1795,11,185594,20026263,18984750,19194309.17,798806.1085,3374911.598,336
